brand,vehicle_type,battery_health_pct,range_km,top_speed_kmph,odometer_km,warranty_remaining_years,annual_maintenance_cost,Purchase_Year,Current_Year,Purchase_Price_L,Resale_Value_L,Initial_Mileage,Current_Mileage,value_for_money_score
Tata,Car,66,380,105,10322,4,39467,2017,2025,2112392,531945,349,268,0.3
Tata,Car,94,221,109,137352,6,25736,2020,2025,2722965,1090256,312,261,0.4
MG,Car,74,310,69,18958,4,26563,2021,2025,3078653,1896311,389,283,0.3
BYD,Bike,75,443,75,90224,4,20866,2021,2025,182754,92024,307,269,0.6
Ola,Car,80,234,60,69076,5,8350,2022,2025,2049386,1262467,316,262,0.5
Hyundai,Car,76,276,68,17661,3,32151,2020,2025,2176165,1007249,236,174,0.3
Mahindra,Car,85,138,72,117413,3,17024,2020,2025,2609303,1045899,181,180,0.3
MG,Car,94,174,120,85993,1,35137,2017,2025,2156668,566561,294,286,0.3
BYD,Bike,79,452,107,107565,2,9542,2021,2025,181793,113717,220,215,0.7
Hyundai,Car,79,148,75,11301,6,32500,2017,2025,1202891,240578,201,165,0.2
Mahindra,Bike,82,316,157,8687,0,20118,2023,2025,168453,130724,341,294,0.7
Mahindra,Bike,64,345,100,112791,7,15178,2018,2025,130302,44930,252,239,0.4
Ola,Car,68,330,89,105634,4,4980,2023,2025,2472067,1582822,372,317,0.5
TVS,Bike,82,354,136,40427,1,24315,2017,2025,153393,39207,266,221,0.5
Tata,Bike,77,302,131,124285,4,21122,2024,2025,124508,99449,309,275,0.6
Kia,Bike,88,243,114,125480,2,38307,2017,2025,96767,25541,253,190,0.4
Hyundai,Car,70,451,70,33259,3,4981,2020,2025,1904651,772932,341,243,0.5
MG,Bike,67,498,172,45334,5,36475,2022,2025,132882,88935,393,379,0.7
Hyundai,Bike,86,395,111,9408,2,12041,2017,2025,85933,18384,388,313,0.6
TVS,Car,61,106,154,137803,2,21510,2022,2025,3379655,2362904,117,82,0.3
Tata,Car,82,200,166,62107,6,21422,2023,2025,1123659,878257,275,241,0.6
Hyundai,Bike,80,395,134,25995,6,33400,2019,2025,130938,61021,405,290,0.6
TVS,Bike,69,425,107,89280,2,17709,2024,2025,172183,127004,175,155,0.7
MG,Bike,97,327,66,106253,1,24749,2023,2025,162805,126867,231,202,0.6
Ola,Car,63,202,113,94407,2,21168,2023,2025,2391352,1767086,166,131,0.4
BYD,Bike,80,191,60,91435,2,3478,2017,2025,163883,38835,332,237,0.4
Mahindra,Car,96,377,146,126868,6,18546,2020,2025,2889053,1417619,380,308,0.7
MG,Bike,71,456,91,59346,7,6409,2018,2025,167781,58179,138,99,0.6
Tata,Bike,73,286,121,24828,2,11655,2020,2025,158371,68513,427,352,0.5
Mahindra,Car,79,488,74,57552,0,13074,2020,2025,2248571,925388,114,113,0.6
BYD,Bike,67,245,141,58191,1,21582,2022,2025,189149,113487,158,124,0.5
MG,Car,86,366,151,136521,1,32417,2019,2025,999565,461433,312,254,0.6
Kia,Bike,96,218,120,32553,0,32866,2018,2025,159437,47089,111,92,0.5
MG,Car,80,363,137,48441,6,31995,2024,2025,1301403,1037428,208,150,0.6
MG,Car,94,375,136,131579,1,3974,2019,2025,1293231,417252,138,113,0.7
Kia,Bike,98,302,115,106892,6,25022,2022,2025,162970,100329,302,278,0.7
MG,Car,74,158,93,132386,7,5904,2018,2025,1197368,439256,399,317,0.4
Mahindra,Bike,71,446,79,84089,4,12389,2019,2025,142676,64507,171,145,0.6
Tata,Car,93,252,177,8172,1,33680,2017,2025,1410786,407432,369,284,0.5
BYD,Car,67,285,83,144493,1,16982,2024,2025,2819604,2332943,222,221,0.4
TVS,Car,96,214,87,23176,2,36357,2018,2025,2362576,644976,307,259,0.3
Hyundai,Bike,89,374,70,11723,0,27971,2017,2025,169595,36026,250,211,0.5
Kia,Car,62,480,174,33208,7,13867,2019,2025,3470238,1348124,232,198,0.5
Ola,Car,89,485,151,144020,3,12280,2021,2025,3336993,1774160,214,193,0.7
Kia,Car,88,461,145,45853,5,39636,2017,2025,2199066,439813,378,372,0.5
BYD,Bike,60,335,89,55073,6,11132,2021,2025,140279,85503,120,84,0.5
Hyundai,Bike,75,165,97,133086,6,5258,2021,2025,125515,65266,427,329,0.5
Hyundai,Car,90,362,140,57868,6,27501,2020,2025,1879459,815088,373,372,0.6
Ola,Car,69,150,145,134928,7,24221,2018,2025,1922081,471418,301,240,0.3
BYD,Bike,89,450,60,127952,2,30256,2019,2025,101913,33784,377,286,0.6
Mahindra,Car,85,430,143,75723,4,28964,2022,2025,1803983,1035416,255,237,0.7
Tata,Car,71,331,128,64609,1,31429,2021,2025,1322794,682824,370,305,0.5
Ola,Car,99,459,92,41429,2,25863,2017,2025,1796659,517077,385,370,0.6
Tata,Car,64,112,168,135817,3,17427,2017,2025,2020227,406964,170,160,0.3
Mahindra,Car,68,493,124,40505,4,10621,2020,2025,1404110,665798,372,330,0.6
Hyundai,Car,70,468,103,143034,1,39481,2020,2025,2392608,1199605,419,387,0.4
Tata,Bike,82,414,123,69985,1,22836,2019,2025,138541,59263,144,107,0.6
Mahindra,Car,76,393,68,11145,6,24513,2024,2025,1695653,1316417,189,186,0.5
Mahindra,Car,72,119,91,66933,3,32393,2023,2025,2934206,2148774,344,284,0.3
TVS,Bike,76,312,113,114375,7,21555,2022,2025,120855,77354,323,277,0.6
Ola,Bike,82,369,85,74697,5,3709,2019,2025,155649,67197,422,297,0.6
TVS,Bike,98,139,121,146510,6,28312,2017,2025,102796,25826,238,191,0.4
Kia,Bike,68,234,168,100910,3,8800,2021,2025,137501,76844,361,313,0.6
Hyundai,Car,77,361,101,9839,3,28593,2017,2025,813738,199832,423,355,0.4
Ola,Bike,77,280,107,103675,4,9899,2021,2025,89018,53250,268,242,0.6
Hyundai,Car,89,326,65,92867,5,39762,2017,2025,3239343,929187,423,316,0.3
TVS,Bike,85,364,176,23743,6,18871,2019,2025,151275,49118,300,210,0.7
BYD,Bike,77,205,177,147711,4,36898,2022,2025,122445,84255,388,351,0.5
Mahindra,Bike,80,420,89,143593,2,23426,2024,2025,91440,77566,178,163,0.7
Hyundai,Car,92,489,163,117168,3,25476,2023,2025,2750651,1789675,131,97,0.8
Ola,Bike,73,195,82,72682,1,17806,2021,2025,190064,108713,386,382,0.4
Kia,Bike,69,394,162,19752,0,25426,2019,2025,121406,56251,391,282,0.6
Ola,Bike,87,222,148,92428,1,22093,2022,2025,184627,119317,253,216,0.6
Hyundai,Car,73,376,84,95538,3,29176,2022,2025,2060793,1243451,254,228,0.5
Ola,Car,78,136,72,62738,1,21996,2019,2025,3259087,1234556,217,185,0.2
Kia,Bike,85,367,84,148109,2,34211,2017,2025,140164,30928,181,156,0.4
Mahindra,Car,69,297,76,84056,3,28127,2017,2025,1506360,301271,346,284,0.3
BYD,Bike,76,354,167,14073,6,9426,2020,2025,130808,63549,379,314,0.7
Mahindra,Car,93,114,86,93842,4,10123,2019,2025,2844235,1252197,135,114,0.4
Ola,Bike,73,184,70,135748,6,5348,2022,2025,151413,98338,360,297,0.5
Kia,Car,85,191,65,145363,0,17261,2020,2025,2569995,1124907,309,249,0.4
Kia,Bike,93,199,138,73620,3,22580,2018,2025,183581,56207,412,297,0.5
Hyundai,Car,78,273,96,144614,7,16755,2019,2025,2818578,1117368,388,363,0.4
TVS,Car,83,314,155,109984,1,13864,2020,2025,3253701,1590782,210,174,0.6
Ola,Bike,90,464,171,107365,5,11767,2018,2025,93891,22915,417,311,0.8
Ola,Bike,99,185,147,71196,1,39131,2023,2025,99279,68550,202,197,0.6
Ola,Car,65,493,134,7358,3,20277,2019,2025,2436479,875884,270,236,0.5
Ola,Bike,79,181,165,142251,5,7783,2019,2025,124933,48994,280,221,0.6
Hyundai,Bike,98,421,152,98338,4,36607,2024,2025,171791,135446,254,240,0.8
TVS,Bike,93,473,131,14611,7,35240,2024,2025,93375,77126,187,164,0.8
TVS,Bike,81,216,179,14417,4,9209,2018,2025,164696,58784,387,353,0.6
Tata,Car,66,266,96,33636,3,10996,2023,2025,3196336,2172523,183,159,0.4
Ola,Bike,92,341,133,63540,1,23594,2024,2025,164282,141480,389,353,0.8
Ola,Car,65,377,118,99085,6,11532,2017,2025,1726218,345243,176,134,0.4
Tata,Car,75,441,69,149344,1,12402,2018,2025,1224198,316565,216,165,0.5
TVS,Bike,67,233,60,28370,4,39965,2024,2025,173340,130052,448,422,0.3
Kia,Bike,82,465,168,109060,6,18233,2024,2025,171604,132167,239,238,0.9
Kia,Car,77,279,111,109336,5,11591,2022,2025,2520321,1543121,296,238,0.5
MG,Bike,73,264,146,35117,7,30927,2021,2025,143753,74515,167,130,0.5
Mahindra,Bike,95,311,77,55574,7,37059,2019,2025,165214,54971,139,99,0.5
MG,Car,74,105,146,73178,1,31482,2021,2025,2898584,1600829,142,119,0.3
TVS,Car,64,172,64,68996,0,30301,2024,2025,2931245,2476039,123,119,0.2
BYD,Car,74,456,171,74705,0,38899,2018,2025,3108185,1171933,143,111,0.5
Ola,Bike,70,176,161,87404,7,37259,2017,2025,136424,31496,175,150,0.3
MG,Bike,61,382,177,90144,0,11540,2021,2025,135069,71899,308,261,0.6
Hyundai,Car,82,314,154,58922,0,12929,2022,2025,896055,518679,408,360,0.7
Kia,Car,83,264,176,71596,6,19691,2020,2025,2863306,1186104,190,160,0.5
Hyundai,Bike,77,273,165,116258,2,26295,2023,2025,148969,101856,287,212,0.6
Tata,Bike,63,197,162,65164,0,22354,2020,2025,147282,60944,216,160,0.4
TVS,Bike,74,124,143,61919,7,11448,2019,2025,126277,42044,296,227,0.4
TVS,Car,71,250,152,39663,2,30544,2019,2025,2291865,975807,126,97,0.4
MG,Bike,62,319,107,91896,1,37966,2017,2025,133099,33747,343,299,0.3
Ola,Bike,91,253,92,53098,6,33834,2017,2025,104423,20884,207,184,0.4
TVS,Car,95,175,116,68476,5,8553,2022,2025,1403089,788337,299,217,0.6
MG,Bike,80,475,162,43588,4,32203,2020,2025,110887,58799,293,243,0.7
MG,Car,65,330,155,6662,5,37058,2017,2025,1614192,322838,283,244,0.3
Mahindra,Bike,61,102,84,122755,0,26144,2022,2025,89749,60321,400,385,0.3
Mahindra,Car,68,172,103,93544,7,4350,2020,2025,2159979,994405,297,240,0.4
TVS,Car,71,210,150,40701,0,31856,2021,2025,2270709,1263541,375,339,0.4
MG,Car,83,434,146,45937,0,38297,2020,2025,3483580,1564344,302,281,0.5
Tata,Bike,73,171,170,55655,6,32690,2017,2025,99160,19831,199,143,0.4
Tata,Bike,71,354,125,22211,5,28491,2017,2025,183191,45538,405,394,0.4
Mahindra,Bike,86,317,173,130327,7,23081,2020,2025,101561,44825,367,295,0.7
TVS,Bike,69,307,127,52468,2,16260,2018,2025,105874,32679,277,202,0.5
Kia,Car,61,348,84,117939,0,28717,2018,2025,2919696,903750,170,163,0.2
Ola,Bike,90,389,104,138446,2,25533,2017,2025,176584,35316,307,305,0.6
BYD,Bike,87,439,82,146553,0,34304,2020,2025,187911,81016,432,336,0.6
Kia,Car,75,164,164,31197,5,30741,2018,2025,1581354,526922,323,240,0.3
Tata,Car,60,384,159,101819,4,9077,2019,2025,2320364,925831,389,354,0.5
Tata,Car,81,103,100,86015,0,32320,2021,2025,2041805,1244122,263,184,0.3
Kia,Car,60,295,146,66353,2,10717,2021,2025,2163029,1354595,358,335,0.5
Mahindra,Bike,90,218,179,42926,4,33592,2023,2025,111764,81281,163,143,0.6
Mahindra,Car,81,289,92,132658,1,16186,2020,2025,2368492,1115733,106,105,0.5
TVS,Bike,93,265,87,148186,7,12584,2018,2025,111976,34601,177,159,0.5
Mahindra,Bike,71,331,67,120061,1,19035,2020,2025,155993,62612,106,85,0.4
Hyundai,Car,82,229,156,86606,4,6872,2017,2025,2100212,546589,293,245,0.5
BYD,Car,87,468,88,133940,1,27363,2017,2025,2796740,629864,133,107,0.5
Kia,Car,71,191,171,80395,4,33223,2019,2025,2881600,1129030,381,349,0.3
Kia,Car,86,431,115,46715,0,37636,2017,2025,904708,202546,349,325,0.5
MG,Car,82,224,74,81910,1,16613,2020,2025,2475929,1052905,211,161,0.4
Tata,Bike,60,399,74,113415,6,17779,2021,2025,89048,54027,190,159,0.5
Kia,Car,61,306,96,22713,3,23988,2021,2025,3419314,1960393,258,202,0.3
Hyundai,Bike,90,213,78,95454,3,4205,2018,2025,96979,29812,177,140,0.5
Kia,Car,61,460,179,65718,4,27456,2017,2025,2185033,656713,186,174,0.5
Ola,Bike,84,450,166,62360,6,23145,2018,2025,154117,52006,284,203,0.7
Hyundai,Bike,97,472,118,19855,6,11046,2017,2025,93058,23522,279,243,0.7
TVS,Bike,78,200,110,48575,3,31284,2021,2025,185213,112596,104,85,0.4
Ola,Car,87,131,179,49214,4,15724,2021,2025,1244516,606735,159,132,0.6
Ola,Car,65,230,144,9358,1,38776,2022,2025,3028040,2000690,201,179,0.3
Kia,Car,98,116,179,74912,4,30172,2019,2025,3097946,1160007,113,96,0.4
Mahindra,Bike,78,347,94,111994,7,10656,2021,2025,144370,71219,300,237,0.6
Kia,Bike,76,474,149,76191,5,30414,2017,2025,107150,25566,360,349,0.6
Hyundai,Car,65,495,177,143865,4,24649,2021,2025,3378112,2081763,232,198,0.6
TVS,Car,74,163,151,27624,6,15171,2023,2025,3216681,2316126,239,220,0.5
Tata,Bike,81,177,145,119122,0,15909,2021,2025,115081,68122,164,160,0.5
BYD,Bike,93,299,95,149991,5,26172,2021,2025,138942,72824,380,379,0.6
Mahindra,Car,64,140,112,110024,1,7883,2020,2025,2361041,1163180,186,152,0.3
Hyundai,Car,82,357,139,65718,4,20089,2022,2025,2395370,1395874,384,285,0.6
Tata,Car,64,280,71,85519,7,7551,2018,2025,1735607,499658,425,408,0.3
Hyundai,Bike,69,389,87,25652,1,10013,2020,2025,97607,40357,347,288,0.6
Mahindra,Bike,63,224,130,51904,3,33406,2019,2025,181986,74951,417,308,0.3
Tata,Car,71,443,92,64526,4,4063,2022,2025,3444062,2038769,200,179,0.6
Mahindra,Car,69,211,147,21542,3,35747,2022,2025,2209107,1297991,353,310,0.4
Hyundai,Car,89,334,134,87540,6,23022,2024,2025,1262181,1087074,339,251,0.7
Ola,Car,83,301,138,78969,0,11041,2017,2025,2756763,776761,385,282,0.5
BYD,Car,64,139,142,90179,0,34912,2024,2025,1497164,1136729,266,261,0.4
MG,Bike,72,298,114,41023,1,5826,2020,2025,183346,84481,190,171,0.6
BYD,Car,95,410,138,109095,0,5503,2017,2025,2795138,801310,142,138,0.6
Ola,Bike,68,225,132,35012,6,10880,2019,2025,172252,61719,379,300,0.5
Mahindra,Bike,77,173,136,7236,6,37344,2022,2025,80785,47575,251,221,0.4
BYD,Bike,94,278,109,69866,4,14164,2018,2025,195642,61073,205,162,0.6
Mahindra,Bike,90,104,88,91463,7,12229,2017,2025,96932,19386,434,427,0.4
Mahindra,Bike,83,411,117,83944,1,25247,2018,2025,191671,65384,401,313,0.6
Tata,Bike,63,217,85,48261,3,23046,2019,2025,148457,52801,366,309,0.3
TVS,Bike,85,331,82,65929,2,31591,2022,2025,96927,54699,441,402,0.5
Mahindra,Bike,69,248,76,59569,0,15590,2018,2025,80720,30507,199,148,0.4
BYD,Car,68,413,64,7243,4,32002,2019,2025,2410562,888488,313,277,0.3
BYD,Car,60,300,118,72421,3,12060,2021,2025,1411629,850304,430,355,0.5
BYD,Car,75,448,75,98726,2,13864,2022,2025,1852804,1265621,326,306,0.6
Ola,Car,72,130,162,109916,1,32050,2019,2025,1198569,509486,296,260,0.3
MG,Car,97,336,153,41553,4,3761,2019,2025,3358661,1177248,320,233,0.7
Mahindra,Bike,73,254,80,46857,7,5094,2018,2025,184710,52917,209,156,0.4
Kia,Bike,99,297,64,74111,2,32780,2023,2025,162275,109003,258,200,0.6
Mahindra,Bike,82,206,177,64215,4,23165,2017,2025,136601,42183,109,87,0.5
Mahindra,Bike,77,258,117,84297,3,34115,2021,2025,169960,100561,286,237,0.5
Kia,Bike,87,268,85,27370,7,17923,2020,2025,126039,59443,398,358,0.5
Tata,Car,79,400,102,94976,6,17496,2022,2025,1189665,746436,376,303,0.6
Mahindra,Car,60,357,171,140899,3,18814,2020,2025,994460,456511,221,185,0.5
Ola,Bike,71,161,153,43130,0,27330,2017,2025,86932,20987,224,217,0.3
Hyundai,Car,86,248,118,125216,7,11197,2017,2025,2830971,689529,308,233,0.4
TVS,Car,72,261,145,83566,3,13207,2023,2025,1977260,1287545,436,368,0.6
BYD,Car,63,185,117,90593,1,35088,2024,2025,1310068,1006729,382,304,0.4
Mahindra,Car,84,112,168,135923,1,10729,2023,2025,2784819,1955523,397,373,0.5
Tata,Car,65,374,61,138365,6,20604,2023,2025,2504970,1954016,437,309,0.4
Ola,Bike,81,223,103,78537,4,20995,2021,2025,80991,41746,347,259,0.5
Mahindra,Car,97,457,135,141533,7,5798,2019,2025,1184420,416772,217,170,0.8
Kia,Car,95,203,165,13155,1,13431,2017,2025,2261179,452235,359,345,0.5
Tata,Bike,62,148,150,50438,3,8063,2021,2025,134481,80397,173,157,0.5
Hyundai,Bike,74,102,85,141214,7,32262,2023,2025,101185,70490,180,148,0.3
MG,Bike,70,349,168,102934,7,39536,2017,2025,130450,31806,259,252,0.4
Mahindra,Bike,93,352,103,17197,2,7880,2022,2025,113559,70344,270,226,0.7
Ola,Bike,86,310,148,137829,1,15101,2019,2025,171826,63076,335,248,0.6
Tata,Bike,82,170,78,97736,3,30365,2022,2025,182424,109698,200,182,0.4
Kia,Bike,76,370,108,75255,5,15333,2017,2025,118145,30935,212,206,0.5
Tata,Bike,82,137,150,96117,3,27112,2023,2025,125933,85832,225,163,0.5
Mahindra,Car,93,252,171,32385,7,35965,2021,2025,2019545,1206378,286,227,0.6
Tata,Bike,80,416,140,119977,4,8529,2019,2025,172408,80963,429,390,0.7
MG,Bike,92,314,116,84793,4,37238,2019,2025,92284,30604,435,330,0.5
Tata,Car,64,109,65,66380,1,23709,2022,2025,1760101,1019096,158,126,0.2
BYD,Bike,76,199,82,8824,7,27701,2017,2025,126202,26557,125,112,0.3
TVS,Bike,60,456,141,99121,1,27338,2018,2025,107959,29280,302,214,0.5
BYD,Bike,66,478,102,6291,3,38911,2018,2025,181804,59754,166,158,0.4
TVS,Bike,62,397,103,17266,1,36591,2024,2025,129530,110509,183,128,0.5
Tata,Car,85,333,172,130007,5,20115,2022,2025,3192607,1945472,447,357,0.6
Kia,Car,75,298,125,41947,2,18650,2024,2025,1730793,1320328,134,103,0.6
Kia,Bike,75,273,104,109987,6,27411,2022,2025,179505,104166,325,303,0.5
Mahindra,Car,73,316,78,121125,5,38795,2018,2025,2546903,881734,439,311,0.2
Kia,Car,85,139,174,12626,0,37295,2017,2025,1469248,293849,154,147,0.3
TVS,Car,86,285,179,69137,0,32042,2017,2025,1969981,393996,293,244,0.5
Ola,Car,76,379,63,141151,3,32533,2022,2025,1976155,1365452,371,339,0.4
TVS,Car,63,168,156,32126,6,24042,2017,2025,2497699,703126,325,250,0.2
BYD,Car,76,348,157,27878,5,31788,2020,2025,971730,499272,294,268,0.5
Tata,Bike,92,184,155,130450,0,18775,2020,2025,169108,80265,176,131,0.6
Mahindra,Bike,89,267,116,29238,3,19384,2023,2025,184574,141172,262,236,0.7
Hyundai,Car,80,128,141,79084,3,8290,2021,2025,2422773,1450187,435,393,0.5
Mahindra,Car,76,136,167,119340,5,11214,2023,2025,1807975,1369030,162,159,0.5
Mahindra,Car,70,119,68,36368,7,30824,2024,2025,2054481,1740356,178,162,0.3
Mahindra,Bike,89,245,160,57218,6,25409,2021,2025,182948,113470,137,130,0.6
Ola,Bike,77,359,107,47480,2,16144,2022,2025,119666,80583,281,202,0.6
MG,Bike,79,238,95,65659,4,5335,2019,2025,93584,38467,255,224,0.5
BYD,Bike,93,354,175,92451,1,36490,2021,2025,112162,59978,321,259,0.7
Tata,Bike,87,185,126,21947,2,26696,2021,2025,154637,96003,275,216,0.5
MG,Bike,68,151,77,57412,4,28968,2020,2025,131356,67160,206,154,0.3
Hyundai,Car,90,398,99,140063,3,7905,2018,2025,1457177,482527,282,217,0.6
MG,Bike,75,241,177,125996,5,6185,2021,2025,101216,57926,304,267,0.7
Tata,Bike,90,221,148,79254,5,11215,2021,2025,101846,50753,161,148,0.7
BYD,Bike,88,487,125,101617,7,32752,2021,2025,102531,62590,218,186,0.7
BYD,Car,72,499,167,144940,2,6154,2021,2025,2649749,1616388,239,194,0.7
Tata,Bike,82,250,124,62536,3,35338,2023,2025,152880,118464,296,280,0.5
Hyundai,Car,73,432,147,147391,7,5674,2020,2025,2004075,971574,343,299,0.6
Tata,Car,98,247,83,144549,0,15363,2018,2025,2590268,999746,166,156,0.5
Hyundai,Bike,61,182,112,30843,5,11351,2022,2025,108894,76558,317,257,0.4
Hyundai,Bike,71,248,173,94151,3,27639,2023,2025,143187,91844,182,162,0.6
Tata,Bike,87,269,101,112795,0,3735,2020,2025,136075,68493,351,346,0.6
TVS,Car,91,424,112,71658,3,11707,2020,2025,2683149,1252569,106,76,0.6
BYD,Bike,83,369,163,90501,5,34910,2018,2025,108521,40779,445,401,0.6
Hyundai,Car,96,327,121,133282,3,20814,2017,2025,2755392,668395,206,189,0.5
Tata,Car,88,425,121,143095,5,18046,2021,2025,938450,528501,190,136,0.7
Kia,Bike,77,104,127,72692,5,30731,2021,2025,95990,49335,201,182,0.4
TVS,Bike,62,251,173,63408,4,6508,2020,2025,98062,41061,242,210,0.6
BYD,Bike,72,320,94,48058,3,19400,2019,2025,172810,72107,210,164,0.5
Hyundai,Car,72,256,158,80104,3,39678,2021,2025,2937200,1790237,334,267,0.4
BYD,Bike,88,357,116,48087,3,16142,2017,2025,163970,45082,384,341,0.6
TVS,Car,61,105,120,117156,6,25857,2020,2025,1908230,942262,407,347,0.2
BYD,Bike,87,389,71,121026,1,16760,2018,2025,196127,72532,421,410,0.6
Ola,Car,63,303,174,118822,6,31408,2024,2025,1566027,1329286,333,330,0.5
Mahindra,Bike,64,377,108,122384,1,21285,2017,2025,183444,53245,208,182,0.4
Ola,Bike,98,487,146,87373,2,6536,2024,2025,125010,105068,226,192,1.0
TVS,Car,64,468,172,78817,7,3295,2023,2025,2831726,2106798,306,278,0.7
Hyundai,Car,67,233,81,40271,4,16517,2019,2025,1831212,677615,126,88,0.3
Tata,Bike,93,422,149,6162,5,14600,2024,2025,91985,73493,275,255,0.9
MG,Car,84,176,127,6788,1,39617,2022,2025,1274215,797567,165,116,0.4
Tata,Car,86,445,130,61339,2,32905,2023,2025,3425261,2425015,376,334,0.6
BYD,Car,66,215,82,141964,2,31834,2023,2025,1860313,1199741,251,192,0.3
MG,Car,95,300,154,111940,2,12609,2023,2025,2469922,1756639,264,256,0.7
MG,Bike,91,186,66,64824,4,7906,2023,2025,99455,69888,360,285,0.6
BYD,Car,80,167,81,139964,5,23499,2024,2025,1716850,1296143,237,181,0.4
BYD,Bike,77,200,162,59551,0,11911,2024,2025,191745,148351,326,319,0.7
Hyundai,Bike,61,261,99,109669,4,5097,2019,2025,84882,38415,123,96,0.4
TVS,Bike,64,412,78,37743,2,39680,2019,2025,165263,75930,100,83,0.4
Kia,Car,97,489,112,32326,7,17536,2018,2025,2619015,1000195,336,296,0.7
Tata,Bike,87,170,89,140500,6,7512,2017,2025,180337,45946,338,313,0.4
TVS,Bike,90,272,85,25447,5,38618,2019,2025,192126,83433,146,131,0.4
Ola,Bike,83,268,100,33031,3,10062,2019,2025,111918,38132,156,110,0.5
Hyundai,Bike,92,202,179,53842,5,10213,2022,2025,158178,91102,243,242,0.7
Hyundai,Bike,98,327,81,132103,5,12304,2020,2025,89890,43423,312,290,0.7
Kia,Car,71,232,120,118776,7,17086,2018,2025,3454003,1080512,364,322,0.3
Ola,Bike,98,159,132,128945,2,9158,2019,2025,149125,65823,131,111,0.6
Tata,Car,68,244,105,73096,6,24447,2018,2025,1698808,643590,195,194,0.3
Mahindra,Bike,74,310,117,42951,3,14428,2019,2025,96909,41662,416,337,0.5
Ola,Bike,82,208,88,28771,4,5363,2021,2025,196443,116400,270,247,0.5
Tata,Car,81,292,155,89551,5,29545,2021,2025,2053017,1113419,248,240,0.5
MG,Car,95,456,112,41366,0,5668,2017,2025,3069146,808225,135,98,0.6
BYD,Bike,69,282,77,65228,1,7364,2024,2025,193202,163644,396,355,0.6
Hyundai,Bike,87,108,90,48413,5,29770,2023,2025,165733,107911,204,191,0.4
Tata,Bike,94,231,91,41243,1,34215,2023,2025,182934,143122,111,91,0.5
TVS,Bike,88,173,68,67403,0,30926,2024,2025,133823,103369,378,344,0.5
Kia,Bike,64,195,153,128385,3,35654,2023,2025,115715,85724,157,115,0.4
BYD,Car,63,228,96,107188,3,28783,2017,2025,3266693,690155,344,256,0.1
TVS,Bike,74,442,155,139735,0,33055,2022,2025,125417,80610,429,392,0.7
BYD,Bike,89,470,67,62918,0,10725,2022,2025,135192,76181,438,318,0.7
Hyundai,Car,85,471,83,51940,7,14168,2018,2025,3343506,1218788,155,119,0.5
Ola,Car,82,321,127,35470,6,28143,2018,2025,2137592,783489,147,113,0.4
Mahindra,Bike,98,227,111,69822,7,37412,2020,2025,115586,58502,385,335,0.5
Ola,Car,88,446,105,12556,2,25801,2023,2025,830820,626305,152,139,0.7
Tata,Car,81,434,76,81640,7,31227,2018,2025,2906216,815355,125,114,0.4
Kia,Car,94,473,80,36591,4,34034,2024,2025,2402847,1906592,330,325,0.7
Ola,Bike,77,106,107,137805,2,20539,2017,2025,101527,24728,230,176,0.3
Hyundai,Bike,94,324,68,44047,2,31814,2024,2025,152788,123368,368,326,0.6
Kia,Bike,92,488,128,75321,4,16057,2020,2025,157720,72839,278,209,0.8
Tata,Car,66,215,64,116477,1,35317,2019,2025,1154000,370456,206,200,0.2
MG,Bike,93,202,153,130745,6,37976,2017,2025,169051,36309,350,347,0.4
Ola,Bike,69,325,65,98279,4,18611,2019,2025,192902,66650,177,128,0.4
Ola,Car,83,152,161,52266,1,29033,2017,2025,3183437,687975,346,330,0.3
Mahindra,Bike,84,474,131,27552,6,38265,2024,2025,155618,116104,320,268,0.7
Tata,Car,86,102,107,100990,4,34718,2024,2025,1144790,904108,211,192,0.4
TVS,Car,65,417,105,34232,7,16632,2024,2025,2952602,2528525,158,145,0.5
Ola,Car,67,131,156,75662,7,7947,2021,2025,2628613,1492629,254,211,0.4
Hyundai,Car,80,357,171,94588,7,3535,2021,2025,1082123,526150,181,157,0.7
Ola,Bike,78,179,138,71761,7,13381,2020,2025,150360,65223,372,277,0.5
Mahindra,Bike,93,223,160,115385,1,39400,2023,2025,110621,76060,317,315,0.6
MG,Bike,98,436,132,30029,6,13152,2024,2025,171400,145032,330,325,0.9
Mahindra,Car,82,408,122,118333,3,34900,2022,2025,2713533,1892296,249,248,0.5
Ola,Bike,72,495,62,15875,3,31287,2024,2025,119301,99026,413,367,0.6
Kia,Bike,98,479,90,99550,4,5646,2018,2025,108563,30294,447,432,0.8
TVS,Car,87,488,162,78158,0,3732,2020,2025,3158632,1426528,196,158,0.8
BYD,Car,65,359,66,114154,6,22142,2018,2025,1027594,390696,203,150,0.3
Ola,Bike,71,411,75,30207,3,16392,2022,2025,148380,103948,117,86,0.6
Tata,Car,62,435,151,77550,4,22844,2023,2025,3441199,2561422,335,303,0.5
Ola,Bike,79,309,158,134139,5,5284,2020,2025,132005,53389,378,377,0.7
TVS,Car,67,144,74,52897,4,5759,2023,2025,2291708,1759399,197,154,0.4
Tata,Car,85,408,66,95628,6,17843,2019,2025,1944645,793701,408,356,0.5
Hyundai,Bike,97,428,158,109927,3,12517,2020,2025,188569,85969,423,398,0.8
Kia,Car,87,371,171,40498,5,33342,2018,2025,3367830,1021496,281,217,0.5
Tata,Car,94,326,154,120642,4,9767,2019,2025,2130880,884541,430,373,0.7
